 MySQL  localhost:3306 ssl  boats  SQL > select s.* from sailors s
                                      -> where s.rating > 9;
+------+---------+-----+--------+
| sid  | name    | age | rating |
| Bob356      |  51 | guppy958  |
| Bob412      |  51 | guppy7    |
| Bob412      |  51 | guppy34   |
| Bob412      |  51 | guppy93   |
| Bob412      |  51 | guppy229  |
| Bob412      |  51 | guppy553  |
| Bob412      |  51 | guppy709  |
| Bob412      |  51 | guppy902  |
| Bob412      |  51 | guppy939  |
| Bob438      |  51 | guppy18   |
| Bob438      |  51 | guppy167  |
| Bob438      |  51 | guppy216  |
| Bob438      |  51 | guppy429  |
| Bob438      |  51 | guppy450  |
| Bob438      |  51 | guppy476  |
| Bob438      |  51 | guppy542  |
| Bob438      |  51 | guppy584  |
| Bob438      |  51 | guppy847  |
| Bob438      |  51 | guppy881  |
| Bob438      |  51 | guppy913  |
| Bob460      |  51 | guppy41   |
| Bob460      |  51 | guppy180  |
| Bob460      |  51 | guppy337  |
| Bob460      |  51 | guppy350  |
| Bob460      |  51 | guppy525  |
| Bob460      |  51 | guppy669  |
| Bob460      |  51 | guppy747  |
| Bob460      |  51 | guppy890  |
| Bob460      |  51 | guppy925  |
| Bob488      |  51 | guppy36   |
| Bob488      |  51 | guppy281  |
| Bob488      |  51 | guppy353  |
| Bob488      |  51 | guppy401  |
| Bob488      |  51 | guppy597  |
| Bob488      |  51 | guppy721  |
| Bob488      |  51 | guppy735  |
| Bob488      |  51 | guppy870  |
| Bob488      |  51 | guppy960  |
| Bob617      |  51 | guppy10   |
| Bob617      |  51 | guppy246  |
| Bob617      |  51 | guppy265  |
| Bob617      |  51 | guppy287  |
| Bob617      |  51 | guppy309  |
| Bob617      |  51 | guppy317  |
| Bob617      |  51 | guppy384  |
| Bob617      |  51 | guppy440  |
| Bob617      |  51 | guppy576  |
| Bob617      |  51 | guppy714  |
| Bob739      |  51 | guppy162  |
| Bob739      |  51 | guppy350  |
| Bob739      |  51 | guppy533  |
| Bob739      |  51 | guppy634  |
| Bob739      |  51 | guppy682  |
| Bob739      |  51 | guppy743  |
| Bob739      |  51 | guppy791  |
| Bob744      |  51 | guppy201  |
| Bob744      |  51 | guppy452  |
| Bob744      |  51 | guppy471  |
| Bob744      |  51 | guppy671  |
| Bob744      |  51 | guppy676  |
| Bob836      |  51 | guppy908  |
| Bob836      |  51 | guppy947  |
| Bob990      |  51 | guppy47   |
| Bob990      |  51 | guppy92   |
| Bob990      |  51 | guppy242  |
| Bob990      |  51 | guppy485  |
| Bob990      |  51 | guppy652  |
| Bob990      |  51 | guppy721  |
| Bob990      |  51 | guppy796  |
| Bob1072     |  51 | guppy16   |
| Bob1072     |  51 | guppy98   |
| Bob1072     |  51 | guppy318  |
| Bob1072     |  51 | guppy371  |
| Bob1072     |  51 | guppy390  |
| Bob1072     |  51 | guppy662  |
| Bob1072     |  51 | guppy671  |
| Bob1072     |  51 | guppy882  |
| Bob1072     |  51 | guppy886  |
| Bob1227     |  51 | guppy149  |
| Bob1227     |  51 | guppy471  |
| Bob1227     |  51 | guppy746  |
| Bob1238     |  51 | guppy131  |
| Bob1238     |  51 | guppy246  |
| Bob1238     |  51 | guppy330  |
| Bob1238     |  51 | guppy651  |
| Bob1238     |  51 | guppy727  |
| Bob1238     |  51 | guppy774  |
| Bob1238     |  51 | guppy907  |
| Bob1238     |  51 | guppy986  |
| Bob1380     |  51 | guppy592  |
| Bob1380     |  51 | guppy597  |
| Bob1380     |  51 | guppy644  |
| Bob1380     |  51 | guppy683  |
| Bob1503     |  51 | guppy424  |
| Bob1503     |  51 | guppy487  |
| Bob1503     |  51 | guppy522  |
| Bob1503     |  51 | guppy590  |
| Bob1510     |  51 | guppy116  |
| Bob1510     |  51 | guppy285  |
| Bob1510     |  51 | guppy534  |
| Bob1510     |  51 | guppy830  |
| Bob1549     |  51 | guppy98   |
| Bob1549     |  51 | guppy193  |
| Bob1549     |  51 | guppy220  |
| Bob1549     |  51 | guppy286  |
| Bob1549     |  51 | guppy423  |
| Bob1549     |  51 | guppy893  |
| Bob1589     |  51 | guppy11   |
| Bob1589     |  51 | guppy213  |
| Bob1589     |  51 | guppy437  |
| Bob1589     |  51 | guppy475  |
| Bob1589     |  51 | guppy477  |
| Bob1589     |  51 | guppy707  |
| Bob1593     |  51 | guppy47   |
| Bob1593     |  51 | guppy397  |
| Bob1593     |  51 | guppy590  |
| Bob1593     |  51 | guppy770  |
| Bob1942     |  51 | guppy228  |
| Bob1942     |  51 | guppy530  |
| Bob1942     |  51 | guppy704  |
| Bob47       |  52 | guppy42   |
| Bob47       |  52 | guppy165  |
| Bob47       |  52 | guppy269  |
| Bob47       |  52 | guppy328  |
| Bob47       |  52 | guppy432  |
| Bob47       |  52 | guppy816  |
| Bob249      |  52 | guppy294  |
| Bob249      |  52 | guppy574  |
| Bob249      |  52 | guppy683  |
| Bob249      |  52 | guppy702  |
| Bob249      |  52 | guppy871  |
| Bob249      |  52 | guppy949  |
| Bob420      |  52 | guppy204  |
| Bob420      |  52 | guppy819  |
| Bob437      |  52 | guppy164  |
| Bob437      |  52 | guppy250  |
| Bob437      |  52 | guppy368  |
| Bob437      |  52 | guppy574  |
| Bob500      |  52 | guppy2    |
| Bob500      |  52 | guppy9    |
| Bob500      |  52 | guppy163  |
| Bob500      |  52 | guppy212  |
| Bob589      |  52 | guppy69   |
| Bob589      |  52 | guppy115  |
| Bob589      |  52 | guppy473  |
| Bob589      |  52 | guppy503  |
| Bob589      |  52 | guppy805  |
| Bob589      |  52 | guppy828  |
| Bob803      |  52 | guppy240  |
| Bob803      |  52 | guppy257  |
| Bob803      |  52 | guppy290  |
| Bob803      |  52 | guppy603  |
| Bob803      |  52 | guppy609  |
| Bob803      |  52 | guppy724  |
| Bob803      |  52 | guppy732  |
| Bob803      |  52 | guppy786  |
| Bob803      |  52 | guppy824  |
| Bob803      |  52 | guppy835  |
| Bob916      |  52 | guppy404  |
| Bob916      |  52 | guppy660  |
| Bob916      |  52 | guppy711  |
| Bob916      |  52 | guppy829  |
| Bob916      |  52 | guppy861  |
| Bob916      |  52 | guppy874  |
| Bob916      |  52 | guppy980  |
| Bob1029     |  52 | guppy467  |
| Bob1029     |  52 | guppy484  |
| Bob1029     |  52 | guppy491  |
| Bob1029     |  52 | guppy963  |
| Bob1038     |  52 | guppy155  |
| Bob1038     |  52 | guppy414  |
| Bob1038     |  52 | guppy524  |
| Bob1038     |  52 | guppy655  |
| Bob1038     |  52 | guppy660  |
| Bob1038     |  52 | guppy934  |
| Bob1163     |  52 | guppy205  |
| Bob1163     |  52 | guppy357  |
| Bob1163     |  52 | guppy749  |
| Bob1180     |  52 | guppy288  |
| Bob1180     |  52 | guppy359  |
| Bob1180     |  52 | guppy395  |
| Bob1180     |  52 | guppy544  |
| Bob1379     |  52 | guppy67   |
| Bob1379     |  52 | guppy636  |
| Bob1379     |  52 | guppy671  |
| Bob1379     |  52 | guppy697  |
| Bob1379     |  52 | guppy942  |
| Bob1507     |  52 | guppy237  |
| Bob1507     |  52 | guppy402  |
| Bob1507     |  52 | guppy793  |
| Bob1507     |  52 | guppy941  |
| Bob1507     |  52 | guppy956  |
| Bob1519     |  52 | guppy49   |
| Bob1519     |  52 | guppy190  |
| Bob1519     |  52 | guppy584  |
| Bob1519     |  52 | guppy802  |
| Bob1519     |  52 | guppy804  |
| Bob1535     |  52 | guppy200  |
| Bob1535     |  52 | guppy223  |
| Bob1535     |  52 | guppy402  |
| Bob1535     |  52 | guppy633  |
| Bob1535     |  52 | guppy887  |
| Bob1596     |  52 | guppy64   |
| Bob1596     |  52 | guppy207  |
| Bob1596     |  52 | guppy680  |
| Bob1698     |  52 | guppy137  |
| Bob1698     |  52 | guppy201  |
| Bob1698     |  52 | guppy469  |
| Bob1698     |  52 | guppy527  |
| Bob1698     |  52 | guppy538  |
| Bob1698     |  52 | guppy649  |
| Bob1698     |  52 | guppy809  |
| Bob1698     |  52 | guppy901  |
| Bob1713     |  52 | guppy305  |
| Bob1713     |  52 | guppy328  |
| Bob1833     |  52 | guppy182  |
| Bob1833     |  52 | guppy291  |
| Bob35       |  53 | guppy26   |
| Bob35       |  53 | guppy44   |
| Bob35       |  53 | guppy396  |
| Bob35       |  53 | guppy422  |
| Bob35       |  53 | guppy601  |
| Bob99       |  53 | guppy130  |
| Bob99       |  53 | guppy243  |
| Bob99       |  53 | guppy275  |
| Bob99       |  53 | guppy551  |
| Bob99       |  53 | guppy699  |
| Bob99       |  53 | guppy710  |
| Bob99       |  53 | guppy848  |
| Bob303      |  53 | guppy868  |
| Bob303      |  53 | guppy959  |
| Bob373      |  53 | guppy332  |
| Bob373      |  53 | guppy417  |
| Bob373      |  53 | guppy802  |
| Bob373      |  53 | guppy838  |
| Bob489      |  53 | guppy82   |
| Bob489      |  53 | guppy127  |
| Bob489      |  53 | guppy386  |
| Bob489      |  53 | guppy436  |
| Bob489      |  53 | guppy691  |
| Bob489      |  53 | guppy737  |
| Bob489      |  53 | guppy799  |
| Bob489      |  53 | guppy854  |
| Bob562      |  53 | guppy388  |
| Bob562      |  53 | guppy583  |
| Bob562      |  53 | guppy945  |
| Bob562      |  53 | guppy998  |
| Bob576      |  53 | guppy3    |
| Bob576      |  53 | guppy765  |
| Bob646      |  53 | guppy29   |
| Bob646      |  53 | guppy84   |
| Bob646      |  53 | guppy138  |
| Bob646      |  53 | guppy251  |
| Bob646      |  53 | guppy397  |
| Bob646      |  53 | guppy458  |
| Bob646      |  53 | guppy500  |
| Bob646      |  53 | guppy751  |
| Bob789      |  53 | guppy41   |
| Bob789      |  53 | guppy206  |
| Bob789      |  53 | guppy391  |
| Bob816      |  53 | guppy104  |
| Bob816      |  53 | guppy147  |
| Bob816      |  53 | guppy702  |
| Bob816      |  53 | guppy850  |
| Bob816      |  53 | guppy979  |
| Bob827      |  53 | guppy40   |
| Bob827      |  53 | guppy203  |
| Bob827      |  53 | guppy553  |
| Bob923      |  53 | guppy60   |
| Bob923      |  53 | guppy169  |
| Bob923      |  53 | guppy201  |
| Bob923      |  53 | guppy675  |
| Bob923      |  53 | guppy878  |
| Bob923      |  53 | guppy903  |
| Bob923      |  53 | guppy924  |
| Bob1012     |  53 | guppy463  |
| Bob1012     |  53 | guppy476  |
| Bob1012     |  53 | guppy611  |
| Bob1012     |  53 | guppy702  |
| Bob1012     |  53 | guppy948  |
| Bob1023     |  53 | guppy146  |
| Bob1023     |  53 | guppy324  |
| Bob1023     |  53 | guppy510  |
| Bob1023     |  53 | guppy738  |
| Bob1023     |  53 | guppy926  |
| Bob1076     |  53 | guppy269  |
| Bob1076     |  53 | guppy373  |
| Bob1076     |  53 | guppy718  |
| Bob1076     |  53 | guppy779  |
| Bob1077     |  53 | guppy382  |
| Bob1077     |  53 | guppy592  |
| Bob1077     |  53 | guppy703  |
| Bob1077     |  53 | guppy881  |
| Bob1133     |  53 | guppy260  |
| Bob1133     |  53 | guppy357  |
| Bob1133     |  53 | guppy403  |
| Bob1133     |  53 | guppy580  |
| Bob1133     |  53 | guppy715  |
| Bob1133     |  53 | guppy881  |
| Bob1133     |  53 | guppy888  |
| Bob1133     |  53 | guppy960  |
| Bob1536     |  53 | guppy191  |
| Bob1536     |  53 | guppy387  |
| Bob1536     |  53 | guppy703  |
| Bob1536     |  53 | guppy752  |
| Bob1536     |  53 | guppy818  |
| Bob1648     |  53 | guppy526  |
| Bob1648     |  53 | guppy716  |
| Bob1699     |  53 | guppy244  |
| Bob1699     |  53 | guppy386  |
| Bob1699     |  53 | guppy457  |
| Bob1699     |  53 | guppy906  |
| Bob1826     |  53 | guppy262  |
| Bob1826     |  53 | guppy601  |
| Bob1826     |  53 | guppy700  |
| Bob1826     |  53 | guppy934  |
| Bob1939     |  53 | guppy185  |
| Bob1939     |  53 | guppy374  |
| Bob1939     |  53 | guppy692  |
| Bob121      |  54 | guppy98   |
| Bob121      |  54 | guppy348  |
| Bob121      |  54 | guppy394  |
| Bob121      |  54 | guppy621  |
| Bob121      |  54 | guppy950  |
| Bob208      |  54 | guppy9    |
| Bob208      |  54 | guppy186  |
| Bob208      |  54 | guppy248  |
| Bob220      |  54 | guppy44   |
| Bob220      |  54 | guppy350  |
| Bob220      |  54 | guppy387  |
| Bob220      |  54 | guppy465  |
| Bob220      |  54 | guppy485  |
| Bob220      |  54 | guppy485  |
| Bob220      |  54 | guppy798  |
| Bob220      |  54 | guppy958  |
| Bob236      |  54 | guppy145  |
| Bob236      |  54 | guppy655  |
| Bob236      |  54 | guppy810  |
| Bob236      |  54 | guppy878  |
| Bob390      |  54 | guppy7    |
| Bob390      |  54 | guppy66   |
| Bob390      |  54 | guppy217  |
| Bob390      |  54 | guppy420  |
| Bob390      |  54 | guppy667  |
| Bob390      |  54 | guppy730  |
| Bob390      |  54 | guppy810  |
| Bob390      |  54 | guppy915  |
| Bob822      |  54 | guppy209  |
| Bob822      |  54 | guppy379  |
| Bob822      |  54 | guppy494  |
| Bob822      |  54 | guppy547  |
| Bob822      |  54 | guppy840  |
| Bob994      |  54 | guppy253  |
| Bob994      |  54 | guppy257  |
| Bob994      |  54 | guppy403  |
| Bob994      |  54 | guppy502  |
| Bob994      |  54 | guppy562  |
| Bob994      |  54 | guppy578  |
| Bob1142     |  54 | guppy88   |
| Bob1142     |  54 | guppy299  |
| Bob1142     |  54 | guppy842  |
| Bob1142     |  54 | guppy848  |
| Bob1142     |  54 | guppy999  |
| Bob1174     |  54 | guppy169  |
| Bob1174     |  54 | guppy325  |
| Bob1174     |  54 | guppy549  |
| Bob1174     |  54 | guppy830  |
| Bob1174     |  54 | guppy898  |
| Bob1174     |  54 | guppy912  |
| Bob1174     |  54 | guppy927  |
| Bob1187     |  54 | guppy8    |
| Bob1187     |  54 | guppy69   |
| Bob1187     |  54 | guppy177  |
| Bob1187     |  54 | guppy340  |
| Bob1187     |  54 | guppy492  |
| Bob1187     |  54 | guppy632  |
| Bob1187     |  54 | guppy686  |
| Bob1187     |  54 | guppy903  |
| Bob1370     |  54 | guppy326  |
| Bob1370     |  54 | guppy480  |
| Bob1370     |  54 | guppy814  |
| Bob1442     |  54 | guppy23   |
| Bob1442     |  54 | guppy395  |
| Bob1442     |  54 | guppy506  |
| Bob1442     |  54 | guppy527  |
| Bob1442     |  54 | guppy651  |
| Bob1442     |  54 | guppy850  |
| Bob1442     |  54 | guppy871  |
| Bob1551     |  54 | guppy24   |
| Bob1551     |  54 | guppy162  |
| Bob1551     |  54 | guppy299  |
| Bob1551     |  54 | guppy539  |
| Bob1551     |  54 | guppy574  |
| Bob1551     |  54 | guppy664  |
| Bob1551     |  54 | guppy919  |
| Bob1585     |  54 | guppy205  |
| Bob1700     |  54 | guppy48   |
| Bob1700     |  54 | guppy293  |
| Bob1700     |  54 | guppy306  |
| Bob1700     |  54 | guppy498  |
| Bob1700     |  54 | guppy578  |
| Bob1700     |  54 | guppy652  |
| Bob1846     |  54 | guppy239  |
| Bob1846     |  54 | guppy435  |
| Bob1846     |  54 | guppy500  |
| Bob1846     |  54 | guppy593  |
| Bob1846     |  54 | guppy640  |
| Bob1846     |  54 | guppy682  |
| Bob1900     |  54 | guppy627  |
| Bob1900     |  54 | guppy867  |
| Bob1900     |  54 | guppy962  |
| Bob1965     |  54 | guppy8    |
| Bob1965     |  54 | guppy297  |
| Bob1965     |  54 | guppy472  |
| Bob1965     |  54 | guppy660  |
| Bob1969     |  54 | guppy28   |
| Bob1969     |  54 | guppy50   |
| Bob1969     |  54 | guppy857  |
| Bob70       |  55 | guppy325  |
| Bob70       |  55 | guppy594  |
| Bob70       |  55 | guppy713  |
| Bob70       |  55 | guppy806  |
| Bob70       |  55 | guppy920  |
| Bob149      |  55 | guppy40   |
| Bob149      |  55 | guppy995  |
| Bob358      |  55 | guppy232  |
| Bob358      |  55 | guppy270  |
| Bob358      |  55 | guppy586  |
| Bob369      |  55 | guppy175  |
| Bob369      |  55 | guppy488  |
| Bob369      |  55 | guppy854  |
| Bob369      |  55 | guppy869  |
| Bob369      |  55 | guppy885  |
| Bob408      |  55 | guppy53   |
| Bob408      |  55 | guppy421  |
| Bob408      |  55 | guppy597  |
| Bob408      |  55 | guppy800  |
| Bob408      |  55 | guppy860  |
| Bob408      |  55 | guppy908  |
| Bob408      |  55 | guppy968  |
| Bob492      |  55 | guppy67   |
| Bob492      |  55 | guppy342  |
| Bob492      |  55 | guppy411  |
| Bob492      |  55 | guppy465  |
| Bob492      |  55 | guppy535  |
| Bob492      |  55 | guppy707  |
| Bob492      |  55 | guppy824  |
| Bob492      |  55 | guppy950  |
| Bob590      |  55 | guppy417  |
| Bob590      |  55 | guppy533  |
| Bob590      |  55 | guppy632  |
| Bob590      |  55 | guppy776  |
| Bob590      |  55 | guppy920  |
| Bob762      |  55 | guppy710  |
| Bob791      |  55 | guppy10   |
| Bob791      |  55 | guppy252  |
| Bob791      |  55 | guppy490  |
| Bob791      |  55 | guppy743  |
| Bob791      |  55 | guppy862  |
| Bob791      |  55 | guppy973  |
| Bob947      |  55 | guppy621  |
| Bob947      |  55 | guppy718  |
| Bob968      |  55 | guppy149  |
| Bob968      |  55 | guppy563  |
| Bob968      |  55 | guppy567  |
| Bob968      |  55 | guppy597  |
| Bob968      |  55 | guppy662  |
| Bob968      |  55 | guppy720  |
| Bob977      |  55 | guppy383  |
| Bob977      |  55 | guppy427  |
| Bob977      |  55 | guppy438  |
| Bob977      |  55 | guppy489  |
| Bob977      |  55 | guppy492  |
| Bob977      |  55 | guppy774  |
| Bob1212     |  55 | guppy65   |
| Bob1212     |  55 | guppy247  |
| Bob1212     |  55 | guppy385  |
| Bob1212     |  55 | guppy920  |
| Bob1271     |  55 | guppy22   |
| Bob1271     |  55 | guppy47   |
| Bob1271     |  55 | guppy50   |
| Bob1271     |  55 | guppy265  |
| Bob1271     |  55 | guppy447  |
| Bob1271     |  55 | guppy537  |
| Bob1271     |  55 | guppy691  |
| Bob1271     |  55 | guppy700  |
| Bob1271     |  55 | guppy830  |
| Bob1271     |  55 | guppy972  |
| Bob1325     |  55 | guppy265  |
| Bob1325     |  55 | guppy558  |
| Bob1325     |  55 | guppy749  |
| Bob1325     |  55 | guppy857  |
| Bob1325     |  55 | guppy940  |
| Bob1341     |  55 | guppy66   |
| Bob1341     |  55 | guppy433  |
| Bob1393     |  55 | guppy48   |
| Bob1393     |  55 | guppy567  |
| Bob1393     |  55 | guppy628  |
| Bob1393     |  55 | guppy641  |
| Bob1393     |  55 | guppy731  |
| Bob1393     |  55 | guppy979  |
| Bob1446     |  55 | guppy50   |
| Bob1446     |  55 | guppy80   |
| Bob1446     |  55 | guppy325  |
| Bob1446     |  55 | guppy520  |
| Bob1446     |  55 | guppy611  |
| Bob1446     |  55 | guppy700  |
| Bob1446     |  55 | guppy798  |
| Bob1446     |  55 | guppy823  |
| Bob1446     |  55 | guppy830  |
| Bob1523     |  55 | guppy129  |
| Bob1523     |  55 | guppy464  |
| Bob1523     |  55 | guppy540  |
| Bob1552     |  55 | guppy73   |
| Bob1552     |  55 | guppy169  |
| Bob1552     |  55 | guppy455  |
| Bob1552     |  55 | guppy514  |
| Bob1552     |  55 | guppy856  |
| Bob1715     |  55 | guppy191  |
| Bob1715     |  55 | guppy324  |
| Bob1715     |  55 | guppy388  |
| Bob1715     |  55 | guppy664  |
| Bob1715     |  55 | guppy737  |
| Bob1715     |  55 | guppy817  |
| Bob1715     |  55 | guppy845  |
| Bob1715     |  55 | guppy914  |
| Bob1717     |  55 | guppy5    |
| Bob1717     |  55 | guppy74   |
| Bob1717     |  55 | guppy76   |
| Bob1717     |  55 | guppy610  |
| Bob1732     |  55 | guppy267  |
| Bob1732     |  55 | guppy299  |
| Bob1732     |  55 | guppy604  |
| Bob1732     |  55 | guppy609  |
| Bob1732     |  55 | guppy887  |
| Bob1740     |  55 | guppy169  |
| Bob1740     |  55 | guppy634  |
| Bob1740     |  55 | guppy690  |
| Bob1740     |  55 | guppy775  |
| Bob1740     |  55 | guppy907  |
| Bob1745     |  55 | guppy37   |
| Bob1745     |  55 | guppy363  |
| Bob1745     |  55 | guppy398  |
| Bob1745     |  55 | guppy801  |
| Bob1745     |  55 | guppy844  |
| Bob53       |  56 | guppy60   |
| Bob53       |  56 | guppy123  |
| Bob53       |  56 | guppy497  |
| Bob53       |  56 | guppy790  |
| Bob53       |  56 | guppy806  |
| Bob62       |  56 | guppy38   |
| Bob62       |  56 | guppy55   |
| Bob62       |  56 | guppy371  |
| Bob62       |  56 | guppy409  |
| Bob62       |  56 | guppy442  |
| Bob62       |  56 | guppy750  |
| Bob62       |  56 | guppy829  |
| Bob203      |  56 | guppy335  |
| Bob203      |  56 | guppy381  |
| Bob203      |  56 | guppy407  |
| Bob203      |  56 | guppy415  |
| Bob203      |  56 | guppy456  |
| Bob203      |  56 | guppy509  |
| Bob203      |  56 | guppy562  |
| Bob203      |  56 | guppy710  |
| Bob203      |  56 | guppy830  |
| Bob203      |  56 | guppy837  |
| Bob259      |  56 | guppy179  |
| Bob259      |  56 | guppy252  |
| Bob259      |  56 | guppy271  |
| Bob259      |  56 | guppy567  |
| Bob259      |  56 | guppy682  |
| Bob470      |  56 | guppy321  |
| Bob470      |  56 | guppy454  |
| Bob718      |  56 | guppy374  |
| Bob718      |  56 | guppy591  |
| Bob865      |  56 | guppy726  |
| Bob865      |  56 | guppy829  |
| Bob886      |  56 | guppy56   |
| Bob886      |  56 | guppy137  |
| Bob886      |  56 | guppy498  |
| Bob886      |  56 | guppy916  |
| Bob956      |  56 | guppy238  |
| Bob956      |  56 | guppy628  |
| Bob956      |  56 | guppy844  |
| Bob980      |  56 | guppy324  |
| Bob980      |  56 | guppy354  |
| Bob980      |  56 | guppy561  |
| Bob980      |  56 | guppy722  |
| Bob1053     |  56 | guppy311  |
| Bob1053     |  56 | guppy388  |
| Bob1053     |  56 | guppy479  |
| Bob1053     |  56 | guppy666  |
| Bob1053     |  56 | guppy766  |
| Bob1053     |  56 | guppy980  |
| Bob1068     |  56 | guppy619  |
| Bob1068     |  56 | guppy672  |
| Bob1068     |  56 | guppy680  |
| Bob1068     |  56 | guppy788  |
| Bob1068     |  56 | guppy881  |
| Bob1068     |  56 | guppy893  |
| Bob1068     |  56 | guppy903  |
| Bob1210     |  56 | guppy315  |
| Bob1210     |  56 | guppy381  |
| Bob1210     |  56 | guppy957  |
| Bob1241     |  56 | guppy331  |
| Bob1241     |  56 | guppy658  |
| Bob1241     |  56 | guppy974  |
| Bob1360     |  56 | guppy11   |
| Bob1360     |  56 | guppy454  |
| Bob1360     |  56 | guppy520  |
| Bob1527     |  56 | guppy434  |
| Bob1527     |  56 | guppy516  |
| Bob1527     |  56 | guppy692  |
| Bob1611     |  56 | guppy205  |
| Bob1611     |  56 | guppy245  |
| Bob1611     |  56 | guppy538  |
| Bob1611     |  56 | guppy689  |
| Bob1611     |  56 | guppy722  |
| Bob1611     |  56 | guppy793  |
| Bob1611     |  56 | guppy940  |
| Bob1666     |  56 | guppy72   |
| Bob1666     |  56 | guppy120  |
| Bob1666     |  56 | guppy128  |
| Bob1666     |  56 | guppy243  |
| Bob1666     |  56 | guppy345  |
| Bob1666     |  56 | guppy454  |
| Bob1666     |  56 | guppy852  |
| Bob1666     |  56 | guppy893  |
| Bob1855     |  56 | guppy82   |
| Bob1855     |  56 | guppy113  |
| Bob1855     |  56 | guppy245  |
| Bob1855     |  56 | guppy401  |
| Bob1855     |  56 | guppy601  |
| Bob1855     |  56 | guppy610  |
| Bob1855     |  56 | guppy648  |
| Bob1855     |  56 | guppy982  |
| Bob1855     |  56 | guppy986  |
| Bob1924     |  56 | guppy2    |
| Bob1924     |  56 | guppy181  |
| Bob1924     |  56 | guppy448  |
| Bob1924     |  56 | guppy964  |
| Bob1949     |  56 | guppy441  |
| Bob1949     |  56 | guppy925  |
| Bob1966     |  56 | guppy262  |
| Bob1966     |  56 | guppy417  |
| Bob1966     |  56 | guppy680  |
| Bob14       |  57 | guppy120  |
| Bob14       |  57 | guppy228  |
| Bob14       |  57 | guppy374  |
| Bob14       |  57 | guppy516  |
| Bob14       |  57 | guppy631  |
| Bob14       |  57 | guppy653  |
| Bob23       |  57 | guppy195  |
| Bob23       |  57 | guppy420  |
| Bob23       |  57 | guppy759  |
| Bob23       |  57 | guppy849  |
| Bob23       |  57 | guppy961  |
| Bob85       |  57 | guppy772  |
| Bob85       |  57 | guppy931  |
| Bob141      |  57 | guppy76   |
| Bob141      |  57 | guppy108  |
| Bob141      |  57 | guppy828  |
| Bob141      |  57 | guppy915  |
| Bob389      |  57 | guppy225  |
| Bob389      |  57 | guppy318  |
| Bob389      |  57 | guppy496  |
| Bob389      |  57 | guppy608  |
| Bob389      |  57 | guppy901  |
| Bob389      |  57 | guppy912  |
| Bob389      |  57 | guppy931  |
| Bob429      |  57 | guppy210  |
| Bob429      |  57 | guppy352  |
| Bob429      |  57 | guppy784  |
| Bob465      |  57 | guppy128  |
| Bob465      |  57 | guppy221  |
| Bob465      |  57 | guppy258  |
| Bob485      |  57 | guppy482  |
| Bob495      |  57 | guppy123  |
| Bob495      |  57 | guppy129  |
| Bob495      |  57 | guppy395  |
| Bob495      |  57 | guppy494  |
| Bob495      |  57 | guppy630  |
| Bob495      |  57 | guppy779  |
| Bob495      |  57 | guppy804  |
| Bob495      |  57 | guppy817  |
| Bob495      |  57 | guppy860  |
| Bob495      |  57 | guppy943  |
| Bob549      |  57 | guppy116  |
| Bob549      |  57 | guppy184  |
| Bob549      |  57 | guppy233  |
| Bob549      |  57 | guppy330  |
| Bob549      |  57 | guppy518  |
| Bob549      |  57 | guppy671  |
| Bob549      |  57 | guppy870  |
| Bob597      |  57 | guppy413  |
| Bob755      |  57 | guppy289  |
| Bob852      |  57 | guppy219  |
| Bob852      |  57 | guppy269  |
| Bob852      |  57 | guppy468  |
| Bob852      |  57 | guppy545  |
| Bob852      |  57 | guppy572  |
| Bob852      |  57 | guppy874  |
| Bob861      |  57 | guppy13   |
| Bob861      |  57 | guppy90   |
| Bob861      |  57 | guppy166  |
| Bob861      |  57 | guppy236  |
| Bob861      |  57 | guppy344  |
| Bob883      |  57 | guppy4    |
| Bob883      |  57 | guppy653  |
| Bob936      |  57 | guppy197  |
| Bob936      |  57 | guppy322  |
| Bob936      |  57 | guppy362  |
| Bob936      |  57 | guppy786  |
| Bob936      |  57 | guppy836  |
| Bob942      |  57 | guppy33   |
| Bob942      |  57 | guppy332  |
| Bob942      |  57 | guppy434  |
| Bob942      |  57 | guppy518  |
| Bob942      |  57 | guppy989  |
| Bob1058     |  57 | guppy382  |
| Bob1058     |  57 | guppy654  |
| Bob1058     |  57 | guppy746  |
| Bob1058     |  57 | guppy980  |
| Bob1152     |  57 | guppy34   |
| Bob1152     |  57 | guppy498  |
| Bob1152     |  57 | guppy500  |
| Bob1152     |  57 | guppy621  |
| Bob1152     |  57 | guppy790  |
| Bob1152     |  57 | guppy957  |
| Bob1177     |  57 | guppy399  |
| Bob1177     |  57 | guppy652  |
| Bob1177     |  57 | guppy678  |
| Bob1198     |  57 | guppy11   |
| Bob1198     |  57 | guppy109  |
| Bob1198     |  57 | guppy166  |
| Bob1198     |  57 | guppy341  |
| Bob1211     |  57 | guppy103  |
| Bob1211     |  57 | guppy892  |
| Bob1300     |  57 | guppy598  |
| Bob1300     |  57 | guppy743  |
| Bob1300     |  57 | guppy786  |
| Bob1340     |  57 | guppy138  |
| Bob1340     |  57 | guppy360  |
| Bob1340     |  57 | guppy404  |
| Bob1340     |  57 | guppy563  |
| Bob1340     |  57 | guppy639  |
| Bob1340     |  57 | guppy965  |
| Bob1340     |  57 | guppy983  |
| Bob1348     |  57 | guppy24   |
| Bob1348     |  57 | guppy161  |
| Bob1348     |  57 | guppy308  |
| Bob1348     |  57 | guppy533  |
